place_id,business_name,categoria_buscada,types,user_ratings_total,price_level,vicinity,latitud,longitud,business_status,rating
ChIJpdOYZfj_zYUR7xmdtRUoE0I,Walmart Express Pedregal,supermarket,"['supermarket', 'grocery_or_supermarket', 'liquor_store', 'point_of_interest', 'food', 'store', 'establishment']",4182,,"Avenida San Jerónimo 273, Loreto y Campamento, Ciudad de México",19.3349391,-99.1991207,OPERATIONAL,4.1
ChIJd0KJsUz-zYURnLXgRz1y7-k,Chedraui Selecto San Jerónimo,supermarket,"['supermarket', 'atm', 'grocery_or_supermarket', 'liquor_store', 'finance', 'point_of_interest', 'food', 'store', 'establishment']",11587,,"Avenida San Jerónimo, La Otra Banda, Ciudad de México",19.3348126,-99.1983026,OPERATIONAL,4.2
ChIJAd0ZvWf_zYURzjpnN215azk,Super Sano Asia,supermarket,"['supermarket', 'grocery_or_supermarket', 'point_of_interest', 'food', 'store', 'establishment']",,,"Avenida Revolución 2015-Local 1, Ciudad Universitaria, Ciudad de México",19.3359505,-99.1933015,OPERATIONAL,
ChIJnZsn6vf_zYURw_G2D_3ajqk,Abarrotes La Macarena,convenience_store,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",3,,Mexico,19.3345509,-99.2022456,OPERATIONAL,3.3
ChIJebUVrff_zYURXBt4bEeglGU,Bodegas Alianza,liquor_store,"['liquor_store', 'store', 'food', 'point_of_interest', 'establishment']",312,,"Avenida San Jerónimo 369-Local 8 y 9, La Otra Banda, Ciudad de México",19.3330741,-99.2039154,OPERATIONAL,4.5
ChIJVVUVr_j_zYUR4AKnqjS5hSI,Martín Verástegui Vintage,liquor_store,"['liquor_store', 'store', 'food', 'point_of_interest', 'establishment']",,,"Avenida San Jerónimo 190, La Otra Banda, Ciudad de México",19.3355124,-99.1960489,OPERATIONAL,
ChIJP5bvyvv_zYURhK4_V8H96H4,Woodland,clothing_store,"['clothing_store', 'store', 'point_of_interest', 'establishment']",1,,"Avenida Paseo del Pedregal 206, Jardines del Pedregal, Ciudad de México",19.3287298,-99.197908,OPERATIONAL,5
ChIJ7wvt1P7_zYURRxx8H_pbJms,Nike Store Pumas,clothing_store,"['clothing_store', 'store', 'point_of_interest', 'establishment']",886,,Avenida Insurgentes Centro N,19.33295,-99.195166,OPERATIONAL,4.4
ChIJb4Wxpvj_zYURg33XUt1dThI,Lester Madrid,clothing_store,"['clothing_store', 'store', 'point_of_interest', 'establishment']",2,,"Avenida San Jerónimo 190, Loreto y Campamento, Ciudad de México",19.3356387,-99.1964577,OPERATIONAL,4
ChIJLw_6PIH_zYURMniGuixEmOk,FORTIS HORIZON COMMERCE,clothing_store,"['clothing_store', 'store', 'point_of_interest', 'establishment']",,,"IGLESIA, Iglesia 160, Ciudad de México",19.3277237,-99.2003536,OPERATIONAL,
ChIJ_8dNwq7_zYURaslSf045eRQ,Hi•Vesti,clothing_store,"['clothing_store', 'store', 'point_of_interest', 'establishment']",,,"Cascada 269, Ciudad de México",19.3271321,-99.202496,OPERATIONAL,
ChIJR4iwMGT_zYURLdHCMNcI4-Y,Camilola,clothing_store,"['clothing_store', 'store', 'point_of_interest', 'establishment']",,,"Iglesia 305, Jardines del Pedregal, Ciudad de México",19.3254029,-99.201993,OPERATIONAL,
ChIJSzTqMkv_zYURnaoKfSMCA_Q,Sola Boutique,clothing_store,"['clothing_store', 'store', 'point_of_interest', 'establishment']",,,"Ciclón 1, Jardines del Pedregal",19.332634,-99.2003153,OPERATIONAL,
ChIJA9ClOrP_zYURKeCjdLKOWbw,LaBoutique,clothing_store,"['clothing_store', 'store', 'point_of_interest', 'establishment']",1,,"Avenida San Jerónimo 252, La Otra Banda, Ciudad de México",19.334209,-99.198801,OPERATIONAL,5
ChIJL-Pk-3ABzoURSMQpzpVbJp4,Archivo Secreto,clothing_store,"['clothing_store', 'store', 'point_of_interest', 'establishment']",,,Mexico City,19.3303801,-99.1891961,OPERATIONAL,
ChIJc69Q8ZP_zYURjcztbg1o8mU,Tumaná Boutique Pedregal,clothing_store,"['clothing_store', 'store', 'point_of_interest', 'establishment']",,,"Avenida Revolución 2015-Local 2, en planta baja, La Otra Banda",19.3359504,-99.1933016,OPERATIONAL,
ChIJ25gVDqT_zYURWyrZxWqXnFs,La Percha Mexico,clothing_store,"['clothing_store', 'store', 'point_of_interest', 'establishment']",17,,"Avenida San Jerónimo 369, Tizapán San Ángel, Ciudad de México",19.3332176,-99.2035399,OPERATIONAL,5
ChIJt7lqFfj_zYURfLv0mLJ7Zzk,Rescue360,electronics_store,"['electronics_store', 'point_of_interest', 'store', 'establishment']",2,,"01090, Calle Iglesia 2, Loreto y Campamento, Ciudad de México",19.334386,-99.1996382,OPERATIONAL,3.5
ChIJOSDMkPr_zYURGipQO6CXydY,PROYECTO PREDREGAL,shopping_mall,"['shopping_mall', 'point_of_interest', 'establishment']",1,,"Cerrada Gruta 19, Jardines del Pedregal, Ciudad de México",19.3258295,-99.2001719,CLOSED_TEMPORARILY,3
ChIJt5uAtfn_zYUR22Ng4BEabB0,B. Pedregal,shopping_mall,"['shopping_mall', 'point_of_interest', 'establishment']",2,,"Fuego 31-65, Jardines del Pedregal, Ciudad de México",19.3325063,-99.1995222,OPERATIONAL,4.5
ChIJ14lDOgD_zYUR6EvZTACw264,Moni santander,shopping_mall,"['shopping_mall', 'point_of_interest', 'establishment']",,,"Avenida San Jerónimo 414, Jardines del Pedregal, Ciudad de México",19.3327901,-99.2024338,OPERATIONAL,
ChIJdTSmkQcA0oURu6cDJ0annaU,Plaza Escenaria,shopping_mall,"['shopping_mall', 'point_of_interest', 'establishment']",4436,,"Avenida San Jerónimo 263, Loreto y Campamento, Ciudad de México",19.3353763,-99.1987491,OPERATIONAL,4.2
ChIJbfX_fP__zYURyWcJMow2GZg,Plaza Vista Pedregal,shopping_mall,"['shopping_mall', 'point_of_interest', 'establishment']",500,,"Avenida Revolución 2015, Ciudad de México",19.3359505,-99.1933015,OPERATIONAL,4.3
ChIJXVKbxAAAzoURM0HRtti_MDw,Librería UNAM Henrique González Casanova,book_store,"['book_store', 'store', 'point_of_interest', 'establishment']",353,,"Avenida Universidad 3000, Ciudad Universitaria, Ciudad de México",19.3315575,-99.1879561,OPERATIONAL,4.3
ChIJvdLavSH_zYURqlyBP9JdQRY,"Librería ""Jorge Carpizo""",book_store,"['book_store', 'store', 'point_of_interest', 'establishment']",3,,"Avenida Ciudad Universitaria 301, La Otra Banda, Ciudad de México",19.3345173,-99.1975485,OPERATIONAL,3.3
ChIJnwqu0QAAzoURKiYNMmorXPY,libreria Carlos Obregon Santacilia,book_store,"['book_store', 'store', 'point_of_interest', 'establishment']",4,,"Cdad. Universitaria, de, Escolar 3000, Coyoacán, Ciudad de México",19.3310331,-99.1876937,OPERATIONAL,4
ChIJ8akJWvj_zYUR9kOirIGO27w,Gimnasio Smart Fit - Escenaria,gym,"['gym', 'health', 'point_of_interest', 'establishment']",648,,"Avenida San Jerónimo 263, Loreto y Campamento, Ciudad de México",19.335679,-99.198596,OPERATIONAL,4.4
ChIJVdPRT_D_zYURRAViS6lXC44,SPORT CENTER,gym,"['gym', 'health', 'point_of_interest', 'establishment']",2,,"Teololco 343, Jardines del Pedregal, Ciudad de México",19.3260323,-99.2031896,CLOSED_TEMPORARILY,2.5
ChIJhW6e8vz_zYUR3122XwylF5o,Gimnasio de Fisicoculturismo,gym,"['gym', 'health', 'point_of_interest', 'establishment']",63,,"Circuito Zona Deportiva 3000, Ciudad Universitaria, Ciudad de México",19.3265083,-99.1939969,OPERATIONAL,4.5
ChIJYZ-L9fz_zYURgIccmQfrRIc,Pista de Calentamiento UNAM,gym,"['gym', 'health', 'point_of_interest', 'establishment']",428,,"Circuito Zona Deportiva 51, Jardines del Pedregal, Ciudad de México",19.3268855,-99.1936907,OPERATIONAL,4.6
ChIJSWZC8vz_zYUR3vwRW4Tehq4,GYM WEIGHTLIFTING,gym,"['gym', 'health', 'point_of_interest', 'establishment']",61,,"Avenida Universidad 3000, Ciudad Universitaria, Ciudad de México",19.3266494,-99.1937807,OPERATIONAL,4.4
ChIJL1nx7fz_zYUREfSXeloxQBo,Gimnasio de Taekwondo,gym,"['gym', 'health', 'point_of_interest', 'establishment']",17,,"Frente al Gimnasio de Halterofilia, Circuito Zona Deportiva S/N, Ciudad Universitaria, Ciudad de México",19.3264616,-99.1937227,OPERATIONAL,4.9
ChIJYV-igRX_zYURWOF47zp5oN8,Votion Pedregal,gym,"['gym', 'health', 'point_of_interest', 'establishment']",7,,"Cerrada Gruta 19, Ciudad de México",19.3258706,-99.2002163,OPERATIONAL,5
ChIJA6ugKc7_zYURBN0ucyyzDzU,The Jab,gym,"['gym', 'health', 'point_of_interest', 'establishment']",10,,"Cerrada Gruta 19, Jardines del Pedregal, Ciudad de México",19.3258273,-99.2002203,OPERATIONAL,5
ChIJi8e02Vn_zYURJw8SD96bdKE,Jazzercise Pedregal Fitness Center,gym,"['gym', 'health', 'point_of_interest', 'establishment']",33,,"Cerrada Gruta 19, Jardines del Pedregal, Ciudad de México",19.3258494,-99.2002425,OPERATIONAL,5
ChIJ0bLMYnv_zYUR_f0bj1N6fZY,Grupo Copaik,gym,"['gym', 'health', 'point_of_interest', 'establishment']",,,"El risco 185, Iglesia 205, Ciudad de México",19.3270641,-99.2008619,OPERATIONAL,
ChIJVXeueNT_zYURbivYaen6NqA,"Gimnasio C.U. ""Ex-Reposo de Atletas""",gym,"['gym', 'health', 'point_of_interest', 'establishment']",15,,"University City, Mexico City",19.3301938,-99.1919246,OPERATIONAL,4.1
ChIJZzZyPan_zYURACHP-GIuT-I,Grip Calistenia,gym,"['gym', 'health', 'point_of_interest', 'establishment']",56,,"01900, Jardines del Pedregal, Ciudad de México",19.3325507,-99.2002389,OPERATIONAL,4.9
ChIJYf-zDej_zYURuMOo4_AjXbI,Mom Nest Studio,gym,"['gym', 'health', 'point_of_interest', 'establishment']",3,,"Dentro de Casa, Ciclón 1-planta alta, Jardines del Pedregal, Ciudad de México",19.332634,-99.2003153,OPERATIONAL,5
ChIJu00BO3r_zYUR4q9rX_DmiNc,Barrevolution,gym,"['gym', 'health', 'point_of_interest', 'establishment']",8,,"Ciclón 1, Jardines del Pedregal, Ciudad de México",19.332634,-99.2003153,OPERATIONAL,4.8
ChIJy45Y8Sz_zYURn6LT-VPrFxI,Studio 21,gym,"['gym', 'health', 'point_of_interest', 'establishment']",24,,"Ciclón 1, Jardines del Pedregal, Ciudad de México",19.3326723,-99.2003325,OPERATIONAL,4.8
ChIJHWjJZUD_zYUR_ZMD6xJ7sYc,ANIMAL MOVE,gym,"['gym', 'health', 'point_of_interest', 'establishment']",38,,"Avenida San Jerónimo 240, Jardines del Pedregal, Ciudad de México",19.3344743,-99.1986925,OPERATIONAL,4.7
ChIJcffJozT_zYURUiuPamLOdj4,Vital Studio,gym,"['gym', 'health', 'point_of_interest', 'establishment']",,,"Cráter 101, Jardines del Pedregal, Ciudad de México",19.3266072,-99.2035458,OPERATIONAL,
ChIJq9qzPVb_zYURsiSB8Rp4awo,KEVALA WELLNESS CENTER,gym,"['gym', 'health', 'point_of_interest', 'establishment']",1,,"Cráter 155, Jardines del Pedregal, Ciudad de México",19.3254848,-99.2042953,OPERATIONAL,5
ChIJQ6FSDwcAzoURIxEerZEUR-w,"UNAM Lacrosse, Campo de entrenamiento.",gym,"['gym', 'health', 'point_of_interest', 'establishment']",6,,"University City, Mexico City",19.327408,-99.1876206,OPERATIONAL,5
ChIJuRL_nj7_zYURRK5UePl20zE,"ElParque Wellness Center (Pedregal) | Functional, Strength & Calisthenics Training",gym,"['gym', 'health', 'point_of_interest', 'establishment']",9,,"Avenida Revolución 2015, Ciudad Universitaria, Ciudad de México",19.3359049,-99.193412,OPERATIONAL,4.6
ChIJp3147UD_zYURdFx-k4UAIh0,PoPilates,gym,"['gym', 'health', 'point_of_interest', 'establishment']",16,,"Avenida Revolución 2015, Ciudad de México",19.3359504,-99.1933016,OPERATIONAL,5
ChIJ46XmoSD_zYURQfcUDlOm6m0,"Boxing club ""La hormiga"" Tizapan",gym,"['gym', 'health', 'point_of_interest', 'establishment']",1,,"Fraternidad s/n, Loreto y Campamento, Ciudad de México",19.3351247,-99.2011805,OPERATIONAL,5
ChIJ1_729_j_zYUR6E32NQltVjs,HETLABS México S.A. de C.V.,pharmacy,"['drugstore', 'pharmacy', 'store', 'point_of_interest', 'health', 'establishment']",1,,"Avenida Ciudad Universitaria 286-Int. 202, Jardines del Pedregal, Ciudad de México",19.3329508,-99.1996064,OPERATIONAL,4
ChIJCd7DOfH_zYURfeg8Mx_RJrs,Farmacias Similares,pharmacy,"['pharmacy', 'store', 'point_of_interest', 'health', 'establishment']",2,,"Avenida San Jerónimo 273, Tizapán",19.3350871,-99.1987635,OPERATIONAL,3.5
ChIJ9SaWb_j_zYUR8s16Y-1WB4I,GNC City Market Pedregal,pharmacy,"['grocery_or_supermarket', 'pharmacy', 'store', 'food', 'point_of_interest', 'health', 'establishment']",18,2,"Avenida San Jerónimo 190, Del. Coyoacan",19.3355124,-99.1960489,OPERATIONAL,3.8
ChIJAeCLMEIAzoURx_kMswVk-6A,"MEDICARBOX Clínica Pos Quirúrgica Reducción y moldeo corporal ,Rejuve Facial",beauty_salon,"['spa', 'beauty_salon', 'hair_care', 'health', 'point_of_interest', 'establishment']",20,,"Av. Revolución #2042 La Otra Banda, Tizapán, Ciudad de México",19.335953,-99.192785,OPERATIONAL,4.9
ChIJTV6-4A7_zYURiODuS04-acw,Héctor Castillo Image Studio,beauty_salon,"['beauty_salon', 'point_of_interest', 'establishment']",1,,"Rocas 141 B, Jardines del Pedregal, Ciudad de México",19.3247708,-99.1975386,OPERATIONAL,5
ChIJFc2llvr_zYURvElXCrTYF2A,Eau de Spa,beauty_salon,"['beauty_salon', 'point_of_interest', 'establishment']",,,Mexico,19.3257761,-99.1999678,OPERATIONAL,
ChIJ37dMYQD_zYURbMu5sA74Cb0,Chiu Estética y Barbería,beauty_salon,"['beauty_salon', 'hair_care', 'health', 'point_of_interest', 'establishment']",38,,"Cerrada Gruta 19, Ciudad de México",19.3257875,-99.2001801,OPERATIONAL,5
ChIJhxD3H7v_zYUR0AMbRdem9Pw,Be Glam Salon,beauty_salon,"['beauty_salon', 'point_of_interest', 'establishment']",4,,"Cerrada Gruta 19-1er piso, Jardines del Pedregal, Ciudad de México",19.3259078,-99.2002474,CLOSED_TEMPORARILY,4.8
ChIJ56W-q_f_zYURZx5OAsUpT0c,JOSSCLAUDE Pedregal,beauty_salon,"['beauty_salon', 'hair_care', 'point_of_interest', 'establishment']",79,,"Avenida San Jerónimo 240, Jardines del Pedregal, Ciudad de México",19.3344364,-99.1985397,OPERATIONAL,4.4
ChIJiQXobwD_zYURlz01v_5Fhxk,Open Studio Pedregal,beauty_salon,"['beauty_salon', 'point_of_interest', 'establishment']",4,,"Ciclón 1, Jardines del Pedregal, Ciudad de México",19.332634,-99.2003153,OPERATIONAL,5
ChIJiVfTYGT_zYURVLlDmE3I5YA,"Lamó Beauty Studio - Servicio de Maquillaje, Diseño de Cejas y Pestañas.",beauty_salon,"['beauty_salon', 'point_of_interest', 'establishment']",8,,"Ciclón 1, Jardines del Pedregal, Ciudad de México",19.332634,-99.2003153,OPERATIONAL,5
ChIJIXfASPj_zYURDxZwdUNBwSc,Doregon Image Studio Pedregal,beauty_salon,"['beauty_salon', 'point_of_interest', 'establishment']",81,,"Avenida Ciudad Universitaria 307, Jardines del Pedregal, Ciudad de México",19.3334022,-99.1996585,OPERATIONAL,4.2
ChIJDZrE-pj_zYUR2ADVPEFdhJQ,Lore Nails,beauty_salon,"['beauty_salon', 'point_of_interest', 'establishment']",,,"Avenida San Jerónimo 240-local 11, Ciudad de México",19.3343818,-99.1984096,OPERATIONAL,
ChIJP6RTEAD_zYURRxCXB7dOjHE,Bossa Body Spa,beauty_salon,"['beauty_salon', 'point_of_interest', 'establishment']",,,"Avenida San Jerónimo 240, Tizapán San Ángel, Loreto y Campamento, Ciudad de México",19.3345166,-99.1984883,OPERATIONAL,
ChIJMeE_JAD_zYURz9hb2FHEyEM,Renueva,beauty_salon,"['beauty_salon', 'point_of_interest', 'establishment']",9,,"Avenida San Jerónimo 240-local 13, Tizapán San Ángel, La Otra Banda, Ciudad de México",19.334602,-99.198509,OPERATIONAL,5
ChIJR0yvb_j_zYURU9AUr3EBfLE,Soka Estética,beauty_salon,"['beauty_salon', 'point_of_interest', 'establishment']",8,,"6-7, Avenida San Jerónimo 273, Loreto y Campamento, Ciudad de México",19.3350148,-99.1991579,OPERATIONAL,4.8
ChIJtyMEe___zYURt-_N-xmK-Bg,Lacquer House NAILS•LASHES•BROWS,beauty_salon,"['beauty_salon', 'store', 'point_of_interest', 'establishment']",39,,"Avenida Revolución 2015 PB-Local 6, La Otra Banda, Ciudad de México",19.3358716,-99.1934962,OPERATIONAL,4.2
ChIJAY4b_FYBzoURWoCLEUfWel4,Púrpura Salon by Tatiana Padilla,beauty_salon,"['beauty_salon', 'point_of_interest', 'establishment']",19,,"Avenida Revolución 2015, La Otra Banda, Ciudad de México",19.3359504,-99.1933016,OPERATIONAL,4.6
ChIJsyBwMt7_zYURG1DrMkEnvwQ,Kopay Pedregal,beauty_salon,"['beauty_salon', 'hair_care', 'health', 'point_of_interest', 'establishment']",306,,"Avenida Revolución 2015, Ciudad Universitaria, Ciudad de México",19.3359505,-99.1933015,OPERATIONAL,5
ChIJVwHZOQj_zYURdbX6JQT5Cks,Hair & Beauty Studio,beauty_salon,"['beauty_salon', 'point_of_interest', 'establishment']",7,,"Avenida Revolución 2015, La Otra Banda, Ciudad de México",19.3359505,-99.1933015,OPERATIONAL,3.9
ChIJdXW4RNL_zYUR0UXdICsq16c,DAKOTA BEAUTIQUE CDMX,beauty_salon,"['beauty_salon', 'hair_care', 'health', 'point_of_interest', 'establishment']",4,,"Avenida Revolución 2015-piso 3, La Otra Banda, Ciudad de México",19.3359505,-99.1933015,OPERATIONAL,4.8
ChIJV-RvRBz_zYURyQEs17R01m4,PigmentArte- microblading,beauty_salon,"['beauty_salon', 'point_of_interest', 'establishment']",16,,"Cascada 405, Ciudad de México",19.3279152,-99.2052706,CLOSED_TEMPORARILY,4.8
ChIJBSLWwPD_zYURQ1aaj-JenBs,María del Carmen Torrescano e hijas S.A. de C.V.,spa,"['spa', 'point_of_interest', 'health', 'establishment']",12,,"Rayo 20, Jardines del Pedregal, Ciudad de México",19.3284082,-99.202503,OPERATIONAL,4.3
ChIJG2cm15f_zYURDZ1-QxBZQEQ,Itherma,spa,"['spa', 'point_of_interest', 'establishment']",12,,"Rayo 11, Jardines del Pedregal, Ciudad de México",19.3341335,-99.2019153,OPERATIONAL,1.4
ChIJA4wLFJ3_zYURIyopdptsw0I,Crysand Aesthetic Clinic,spa,"['spa', 'point_of_interest', 'health', 'establishment']",11,,"Cerrada Gruta 19, Jardines del Pedregal, Ciudad de México",19.3258665,-99.2002476,OPERATIONAL,4.8
ChIJ1ZV2WwD_zYURKnTg2i9MFyg,LAREZZA,spa,"['spa', 'point_of_interest', 'establishment']",2,,"Avenida Ciudad Universitaria 286, Jardines del Pedregal, Ciudad de México",19.333137,-99.1996608,OPERATIONAL,5
ChIJja0kpdv_zYUR_JVj4mfpdSA,Spa Elite PEdregal,spa,"['spa', 'point_of_interest', 'establishment']",12,,"Cráter 100, Jardines del Pedregal, Ciudad de México",19.3273298,-99.2028389,OPERATIONAL,1
ChIJfyiXYPj_zYURHfw-yUjMCas,BW SJ Escenaria,spa,"['spa', 'point_of_interest', 'establishment']",,,"Avenida San Jerónimo 240, Ciudad de México",19.3344351,-99.1984529,CLOSED_TEMPORARILY,
ChIJ79CjLZP_zYURVwb-wHlphiU,2Body Escenaria,spa,"['spa', 'point_of_interest', 'establishment']",5,,"Avenida San Jerónimo 240, Loreto y Campamento, Ciudad de México",19.334578,-99.1984973,OPERATIONAL,4.2
ChIJvzngVwD_zYURfeIMMVmc1pQ,Aesthetic Temple,spa,"['spa', 'point_of_interest', 'establishment']",1,,"Avenida San Jerónimo 263, Tizapán San Ángel, Loreto y Campamento, Ciudad de México",19.3357247,-99.1987919,OPERATIONAL,5
ChIJi2tEg4v_zYURi0pnud9jqio,The Movie Company Escenaria,movie_theater,"['movie_theater', 'point_of_interest', 'establishment']",1169,,"Avenida San Jerónimo 263, Tizapán, Ciudad de México",19.3357112,-99.1987316,CLOSED_TEMPORARILY,4.5
ChIJpdOYZfj_zYUR8NesnF2MDN8,Rivoli Escenaria,night_club,"['night_club', 'point_of_interest', 'establishment']",85,,"Plaza Escenaria, Avenida San Jerónimo 263, Loreto y Campamento, Ciudad de México",19.3354249,-99.1986883,OPERATIONAL,3.9
ChIJWdgVAUf_zYURLp0pg_PHZRs,BAR27 Pedregal,night_club,"['night_club', 'point_of_interest', 'establishment']",393,,"Avenida San Jerónimo 240, Jardines del Pedregal, Ciudad de México",19.3344758,-99.1986537,OPERATIONAL,2.7
ChIJI7ZyCfT_zYURqsJj5EZUla0,Gala Club Pedregal,night_club,"['night_club', 'point_of_interest', 'establishment']",18,,"Avenida San Jerónimo 397, Tizapán San Ángel, Loreto y Campamento, Ciudad de México",19.3333948,-99.2021408,CLOSED_TEMPORARILY,3
ChIJ0cw83Sj_zYURAO_aWE90qdQ,Florida Pedregal,night_club,"['night_club', 'point_of_interest', 'establishment']",22,,"Avenida San Jerónimo 263, Tizapán San Ángel, Loreto y Campamento, Ciudad de México",19.3354249,-99.1986883,OPERATIONAL,4.7
ChIJ10r3ePj_zYURAnRaornmy2A,Grand Hotel Escenaria,night_club,"['night_club', 'point_of_interest', 'establishment']",131,,"Avenida San Jerónimo 263, Loreto y Campamento, Ciudad de México",19.3357051,-99.19871,OPERATIONAL,3.9
ChIJja19ocP_zYURafEi6SFx-kQ,Teololco de Luis Barragan Park,park,"['park', 'point_of_interest', 'establishment']",16,,"Iglesia 340, Jardines del Pedregal, Ciudad de México",19.3251687,-99.2027657,CLOSED_TEMPORARILY,2.6
ChIJtZmsx-P_zYURhAQ9GHdb3Nw,REPSA UNAM,park,"['park', 'point_of_interest', 'establishment']",159,,"Circuito Zona Deportiva 53, Ciudad Universitaria, Ciudad de México",19.3197227,-99.1935155,OPERATIONAL,4.8
ChIJB2KIIwABzoURsew-SHhIhlY,Javier Barros Sierra Monument,park,"['park', 'point_of_interest', 'establishment']",1,,"8RM7+93, Mexico City",19.3327902,-99.1886251,OPERATIONAL,5
ChIJqc3WNfj_zYURGN85QxgrcK4,Intercam Bank Pedregal,bank,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",15,,"Avenida Ciudad Universitaria 286-Loc. 102, Jardines del Pedregal, Ciudad de México",19.3330638,-99.1997368,OPERATIONAL,3.8
ChIJiSlCLPj_zYURd8DT4X4ZBT8,Scotiabank,bank,"['bank', 'finance', 'point_of_interest', 'establishment']",28,,"Avenida San Jerónimo 280, Jardines del Pedregal, Ciudad de México",19.3330526,-99.2005394,OPERATIONAL,2.8
ChIJl5Wo3_n_zYURvj8w1RJqREA,"Sucursal Banamex C.F. Jardines del Pedregal, CDMX",bank,"['bank', 'finance', 'point_of_interest', 'establishment']",15,,"Avenida Paseo del Pedregal 110, Jardines del Pedregal, Ciudad de México",19.330659,-99.199942,OPERATIONAL,3.1
ChIJU-FTVzn_zYURMlDureX6f7Q,Banco Azteca,bank,"['bank', 'atm', 'insurance_agency', 'finance', 'point_of_interest', 'establishment']",15,,"Avenida San Jerónimo 252, La Otra Banda",19.334333,-99.198858,OPERATIONAL,1.5
ChIJfWSpBK4B0oURwTvG52rQbqM,Banco BBVA,bank,"['bank', 'atm', 'insurance_agency', 'finance', 'point_of_interest', 'establishment']",20,,"Calle Iglesia 2-PB, Ciudad de México",19.3343938,-99.1996239,OPERATIONAL,3.1
ChIJ9_BpCqz_zYURmtV3mFXv1wA,Grupo Financiero Banorte Sucursal,bank,"['bank', 'finance', 'point_of_interest', 'establishment']",43,,"Avenida San Jerónimo 414, Jardines del Pedregal, Ciudad de México",19.3329,-99.2022,OPERATIONAL,2.5
ChIJnQQ-oPf_zYURScIKLU_Wokk,Banco Santander,bank,"['bank', 'finance', 'point_of_interest', 'establishment']",52,,"Avenida San Jerónimo 414, Ciudad de México",19.3328671,-99.2024986,OPERATIONAL,1.9
ChIJRdefU_b_zYUR2xc6JccEkxY,Alianza,bank,"['bank', 'finance', 'point_of_interest', 'establishment']",2,,Mexico,19.33308,-99.2039251,OPERATIONAL,5
ChIJN1MNoPf_zYUReGB2GgPmCKk,Santander ATM,atm,"['atm', 'finance', 'point_of_interest', 'establishment']",,,"Avenida San Jerónimo 400, San Jerónimo Lídice, Ciudad de México",19.3328037,-99.2024394,OPERATIONAL,
ChIJJ2Gr-hz_zYURn2wmVA6L7FQ,Scotiabank Pedregal 1,atm,"['atm', 'finance', 'point_of_interest', 'establishment']",6,,"Avenida San Jerónimo No 280 280, Jardines del Pedregal, Ciudad de México",19.3330623,-99.2005335,OPERATIONAL,2.2
ChIJOWfsV6r_zYURUUT8XCsRk_Q,Banregio ATM,atm,"['atm', 'finance', 'point_of_interest', 'establishment']",2,,"Avenida San Jerónimo 273, Tizapán San Ángel, Loreto y Campamento",19.3349597,-99.1989755,OPERATIONAL,2.5
ChIJo4lUe8T_zYURygqv1pHE6Fw,Scotiabank City Market San Jerónimo,atm,"['atm', 'finance', 'point_of_interest', 'establishment']",,,"Avenida San Jerónimo 190, La Otra Banda, Ciudad de México",19.33552,-99.19598,OPERATIONAL,
ChIJufz5q_j_zYURXkOuYHgEtVM,Santander ATM,atm,"['atm', 'finance', 'point_of_interest', 'establishment']",3,,"Avenida San Jerónimo 190 Colonia, La Otra Banda, Ciudad de México",19.3356387,-99.1964577,OPERATIONAL,2.3
ChIJicTkq_j_zYURiewZBXenajU,Banamex ATM,atm,"['atm', 'finance', 'point_of_interest', 'establishment']",3,,"Avenida San Jerónimo 190, La Otra Banda, Ciudad de México",19.3357283,-99.1959383,OPERATIONAL,3
ChIJw9_E2PP_zYURaLXuXn7lEtw,Business Center BBVA,atm,"['atm', 'finance', 'point_of_interest', 'establishment']",2,,"Avenida San Jerónimo 369-Piso 1, Ciudad de México",19.333423,-99.203413,OPERATIONAL,1
ChIJeycffPr_zYURxXVJJwfAjmc,Guardería Rehilete,school,"['school', 'point_of_interest', 'establishment']",1,,"Iglesia 180, Jardines del Pedregal, Ciudad de México",19.3271495,-99.2007868,CLOSED_TEMPORARILY,1
ChIJGQAr1_3_zYURCpBueMT8wD8,Passive Gymnastics MASSAGE UNAM,school,"['school', 'point_of_interest', 'establishment']",,,"Estacionamiento 8 de CU, primer piso del Centro de Estudios del Deporte, Circuito Estadio Olímpico Universitario 8, Ciudad Universitaria, Ciudad de México",19.3318367,-99.1924896,OPERATIONAL,
ChIJVaiiEOX_zYURmRgoAK1_L-0,School Swimming Club Canada,school,"['school', 'health', 'point_of_interest', 'establishment']",490,,"Cañada 158, Jardines del Pedregal, Ciudad de México",19.3220594,-99.198927,CLOSED_TEMPORARILY,4.9
ChIJAQCwkPr_zYURUT75QRvuwwU,Bizbirul,school,"['school', 'point_of_interest', 'establishment']",,,"Cerrada Gruta 19, Jardines del Pedregal, Ciudad de México",19.3258494,-99.2002425,CLOSED_TEMPORARILY,
ChIJN5Pfw2T_zYURDeOYXi-C4bE,Mini ABC Kids,school,"['school', 'point_of_interest', 'establishment']",2,,"Cráter 118, Jardines del Pedregal, Ciudad de México",19.3262846,-99.2034864,OPERATIONAL,5
ChIJVUAnu6YBzoURn4wKCh8VhQk,DIPLOMADOS UNAM-CONGRESO,school,"['school', 'point_of_interest', 'establishment']",,,"C.U., 04510, Ciudad de México",19.3303801,-99.1891961,OPERATIONAL,
