place_id,name,latitud,longitud,rating,user_ratings_total,id_estatus,id_colonia,id_macro,id_lista_types,sector_1,sector_2,sector_3,sector_4,sector_5,sector_6,sector_7
ChIJLYV6ncgBzoURL4Bqv_FVoDo,EL PRETEXTO.,19.3192734,-99.1346456,4.6,162,1,1034.0,1,"[18, 45, 11]",True,False,False,False,False,False,False
ChIJy_Ljn_kBzoURbxWw0pP9wdY,CAFE 68 SUCURSAL ESPARTACO,19.31917529999999,-99.1325598,4.2,138,1,1149.0,1,"[18, 11]",True,False,False,False,False,False,False
ChIJj01vQq8BzoURA1ZMDa03IhA,CROWN CROPS,19.3188444,-99.1305522,5.0,3,0,1150.0,1,"[18, 11, 41]",True,False,False,False,False,False,False
ChIJk3fFdwQBzoURjFTG650Jrnk,"OMAR CAFES,",19.3059455,-99.1372596,4.3,42,1,1151.0,1,"[18, 11, 41]",True,False,False,False,False,False,False
ChIJbTQ4t3YBzoURD2f8nnFdRM0,LAZARO TAMALES,19.3059455,-99.1372596,4.3,42,1,1148.0,1,"[18, 11, 41]",True,False,False,False,False,False,False
ChIJ19SUjDEBzoURVcpq_9zItvY,EL REINO DE KAFFA,19.3188741,-99.130388,4.3,12,1,1127.0,1,"[18, 11, 41]",True,False,False,False,False,False,False
ChIJR-IwCLQBzoURBofX76SsV6g,DELI CAFE,19.3093035,-99.141069,4.2,5,0,1121.0,1,"[18, 11, 41]",True,False,False,False,False,False,False
ChIJJ8jH4sgBzoURS2FEQ60oi70,CAFE Y PAN...POR TRADICION,19.3192557,-99.1373008,4.4,321,1,1152.0,1,"[18, 11, 41]",True,False,False,False,False,False,False
ChIJGRReQTIBzoURO5DzxtCZzbQ,BERALIS,19.3092406,-99.1411943,4.7,17,1,1153.0,1,"[18, 11]",True,False,False,False,False,False,False
ChIJxUsWAIYBzoURN81UX1aTKko,KADOSH,19.316578,-99.1271072,4.7,12,1,1126.0,1,"[18, 11, 41]",True,False,False,False,False,False,False
ChIJlYiUaiABzoURWb_xWV4v7H8,CRONCHI QKAS,19.3058704,-99.1297721,5.0,2,1,1123.0,1,"[18, 11, 41]",True,False,False,False,False,False,False
ChIJdfafI4sBzoURf_oi6_RNXaQ,MOAI'S CAFE,19.3058704,-99.1297721,4.6,43,1,1123.0,1,"[18, 41, 11]",True,False,False,False,False,False,False
ChIJzYb-dQABzoUR4RKo3M8-0Lw,CAFETERIA DELIZZ,19.3052824,-99.1374728,4.6,11,0,1154.0,1,"[18, 41, 45, 11]",True,False,False,False,False,False,False
ChIJhUKmd38BzoUR7uC2kTRTC1w,RICAS REVOLTURAS EL KIOSCO,19.3108876,-99.1257461,5.0,5,1,1126.0,1,"[18, 41, 11]",True,False,False,False,False,False,False
ChIJJ_I6PccBzoURnar7jzrmCDo,TAMALES Y ATOLES TORTAS CUERNITOS,19.3059997,-99.1290553,5.0,2,1,1130.0,1,"[18, 41, 11]",True,False,False,False,False,False,False
ChIJ4523QQABzoUR77Dfhfk3Q1M,CAFE CENTRO,19.3107934,-99.1424655,5.0,1,1,470.0,1,"[18, 41, 11]",True,False,False,False,False,False,False
ChIJmTyoYbsBzoURn_xSfgGTbRc,NOVA-COFFEE,19.3056847,-99.1291806,5.0,8,1,1155.0,1,"[18, 11]",True,False,False,False,False,False,False
ChIJ2W16Iu4BzoURb3S9lWquuKs,LA CATFETERIA,19.3052805,-99.1295861,4.3,16,1,1145.0,1,"[18, 41, 11]",True,False,False,False,False,False,False
ChIJg4sQIgABzoURivx31FfEGtE,SANBORNS CAFE,19.3203763,-99.1312448,4.0,2706,1,333.0,1,"[18, 41, 45, 11]",True,False,False,False,False,False,False
ChIJ-6kwr-sBzoURLlox79K7i74,FINCA SANTA VERACRUZ,19.3043311,-99.1317509,4.3,53,1,1123.0,1,"[18, 41, 11]",True,False,False,False,False,False,False
ChIJk6Di08sBzoURgQJpUDlhS4M,CAFETERIA CAPRICHO,19.318522,-99.1404744,4.3,224,1,1156.0,1,"[18, 41, 45, 11]",True,False,False,False,False,False,False
ChIJnVv8bQABzoURyq9M-9Qzl7o,VITAL HEALTH CEDIS COAPA,19.3205011,-99.1307338,4.2,657,1,1157.0,1,"[18, 41, 11]",True,False,False,False,False,False,False
ChIJL4SxogABzoURixEdUbi7inc,CAFETERIA LETY'S,19.3069048,-99.1410193,1.5,2,1,1148.0,1,"[18, 41, 11]",True,False,False,False,False,False,False
ChIJ0xR00ZYBzoURYWmhAOFikek,RINOCAFE,19.3170864,-99.141862,4.7,152,1,1124.0,1,"[18, 41, 11]",True,False,False,False,False,False,False
ChIJ94iO03UBzoURFepcwVQeowM,CREPAS ARAL,19.3052387,-99.1392105,5.0,1,1,1148.0,1,"[18, 41, 11]",True,False,False,False,False,False,False
ChIJXd590csBzoUR6qPI_dnGJoQ,"MARKET ""THE CLOCK""",19.3185944,-99.1407204,4.0,1045,1,1124.0,1,"[18, 41, 11]",True,False,False,False,False,False,False
ChIJqeAPdSsBzoURFOQNlU3dcMY,CAFEOLOGOS CAFETERIA,19.3105091,-99.1248908,3.5,2,0,1128.0,1,"[18, 11]",True,False,False,False,False,False,False
ChIJpeVVI5EBzoURLLK86Dq-3MU,CREPISIMO,19.3080962,-99.1258574,4.6,10,1,1158.0,1,"[18, 41, 11]",True,False,False,False,False,False,False
ChIJ6fExaWEBzoURX9pFbIMpoCU,ASTUR CAFE,19.3211904,-99.1321072,5.0,15,1,1159.0,1,"[18, 41, 11]",True,False,False,False,False,False,False
ChIJp9OhzegBzoURj8BE4dsZ8rw,"ORGANO GOLD - DISTRIBUIDOR SERENDIPIA CAFE, CON GANODERMA",19.3211513,-99.1318971,5.0,6,1,1160.0,1,"[18, 41, 11]",True,False,False,False,False,False,False
ChIJ6_4n9ckBzoURBfIN7M9tV3Y,HER CORPORATIVO/ HIELO SECO,19.3166625,-99.1399088,4.1,33,1,1124.0,1,[25],True,False,False,False,False,False,False
ChIJaacrPboBzoURAu1fhvVQifw,BAR EL PERRO LOCO,19.3089435,-99.1330047,4.8,8,1,1130.0,1,[25],True,False,False,False,False,False,False
ChIJ8Q8LEr4BzoURIfgwIRBeGpo,BURGERSGP,19.3095782,-99.1313364,4.8,12,0,1132.0,1,[25],True,False,False,False,False,False,False
ChIJd8zoCQABzoURpK84yH_rwD8,B,19.3143286,-99.1379743,3.9,43,1,1141.0,1,[25],True,False,False,False,False,False,False
ChIJj79plrcBzoURdLVgkBzOt_0,SALA HECTOR ASAR,19.3072916,-99.1332586,5.0,1,1,1134.0,1,"[33, 25]",True,False,False,False,False,False,False
ChIJxcLLXtQBzoUR7xKNcFFxTsg,"MICHELADAS ""LAS DEL BARRIO""",19.31032549999999,-99.128624,4.3,12,0,1130.0,1,[25],True,False,False,False,False,False,False
ChIJKbDqgtkBzoURmHBiM3alKEE,TERRAZA MEXICO LA NO 4,19.3082745,-99.1378113,4.3,141,1,1121.0,1,"[25, 45, 11]",True,False,False,False,False,False,False
ChIJx0V2iPkBzoURZMaslD8FzH4,MALA MIA BAR & SNACKS,19.3084732,-99.1380544,4.4,19,0,1121.0,1,[25],True,False,False,False,False,False,False
ChIJxyIuaQABzoURFP6jIhqrLqI,NOQUEA2,19.3084085,-99.1381089,4.0,11,1,1121.0,1,[25],True,False,False,False,False,False,False
ChIJIXogp74BzoURj2icbmq7yY4,DISTRITO CERVECERO GASTROTAP,19.319326,-99.1326837,4.6,205,1,1034.0,1,"[45, 25, 11]",True,False,False,False,False,False,False
ChIJt1pp4MYBzoURSJWMGh7eiWc,ODISEA,19.3188854,-99.1304124,3.6,182,1,1161.0,1,[25],True,False,False,False,False,False,False
ChIJ2VjjAAABzoURD_nzIXO5EbU,BAR 🍸 BIE'S,19.3107915,-99.1262483,4.2,5,1,1130.0,1,[25],True,False,False,False,False,False,False
ChIJh-PweHsBzoURCRwBMR0rnpU,SINNERS BAR CDMX,19.3171778,-99.1270178,3.1,59,1,1127.0,1,"[25, 33, 45, 11]",True,False,False,False,False,False,False
ChIJPS2-E48BzoURWk86HJspQyQ,RIKOS RESTAURANTE BAR KARAOKE,19.3109639,-99.1255328,5.0,10,1,1155.0,1,"[45, 33, 25, 11]",True,False,False,False,False,False,False
ChIJi6gFJQABzoUR0Kvsw87IVFU,SECRET OF THE NIGHT,19.3170973,-99.1268245,5.0,1,1,1162.0,1,"[33, 25]",True,False,False,False,False,False,False
ChIJBRTCTwABzoUR3Sz6HEk-QYI,RIKOS FOOD & DRINKS,19.3110081,-99.1254151,5.0,8,1,1126.0,1,[25],True,False,False,False,False,False,False
ChIJGR5LaGsBzoURSqPW86U91UA,LA ULTIMA FRIA,19.3147612,-99.125599,4.0,154,1,1163.0,1,[25],True,False,False,False,False,False,False
ChIJxy8Jp9wBzoURvbDKEftRuhU,LA ULTIMA DRINKS,19.3059734,-99.139422,4.8,8,1,1148.0,1,[25],True,False,False,False,False,False,False
ChIJd_cwOXMBzoURJaEGjq7T0nE,MEXA DRINKS,19.3059734,-99.139422,5.0,2,1,1148.0,1,[25],True,False,False,False,False,False,False
ChIJ8-jAbV8BzoURLzohAtmDcNE,AXEL,19.3051855,-99.1387778,4.2,9,1,1148.0,1,[25],True,False,False,False,False,False,False
ChIJXd8CaiEBzoURhJGXFREckQo,VINATERIA LA CAVA DEL EMPERADOR,19.3062187,-99.1404554,4.8,19,0,1155.0,1,"[59, 25, 41, 11]",True,False,False,False,False,False,False
ChIJW9EF0csBzoURnLyfkalip1c,CAMPOS GOURMET,19.3185634,-99.1406302,4.7,48,1,1124.0,1,"[19, 25, 41, 45, 11]",True,False,False,False,False,False,False
ChIJs_phKWUBzoURxgd3skDpNU0,TERRAZA INDIGO,19.314896,-99.1248643,4.2,587,1,1126.0,1,[25],True,False,False,False,False,False,False
ChIJK5_bCsYBzoUR6w_ecQX3uAE,LOS DE SONORA,19.3214365,-99.1334609,4.0,4,0,1129.0,1,"[25, 45, 11]",True,False,False,False,False,False,False
ChIJRVE1v7ABzoURfTOILrn4c48,AZUCAR Y TRIGO,19.3084772,-99.1347986,4.0,177,1,1121.0,1,"[70, 41, 11]",True,False,False,False,False,False,False
ChIJheDmk9sBzoURDYq7J-zvC6Y,KRISPY KREME EN OXXO,19.3083764,-99.1360104,2.0,4,1,1164.0,1,"[70, 41, 11]",True,False,False,False,False,False,False
ChIJN4C047sBzoURYae9Rhc2PmU,BON PANE BOMBAS,19.30781989999999,-99.1323739,4.4,2343,1,1155.0,1,"[70, 41, 11]",True,False,False,False,False,False,False
ChIJUx6gbOgBzoURSOdz1qmKBoE,LE BLANCHE,19.3175612,-99.1351985,5.0,8,1,1034.0,1,"[70, 41, 11]",True,False,False,False,False,False,False
ChIJq8rLHMkBzoURx5kUYFbKh0A,PANMEX ESPARTACO,19.3176441,-99.1355605,3.8,183,1,1034.0,1,"[70, 41, 11]",True,False,False,False,False,False,False
ChIJJYC7MUQBzoURLDYEyhehNJc,PASTELERIAS LESANT,19.3191962,-99.1330118,4.2,124,1,1129.0,1,"[70, 41, 11]",True,False,False,False,False,False,False
ChIJtcrTf7cBzoURnysmEDT2H4U,KRISPY KREME EN OXXO,19.3166986,-99.13967,1.0,2,1,1165.0,1,"[70, 41, 11]",True,False,False,False,False,False,False
ChIJ0WWcIMcBzoUR9x-CRUBesoc,PASTELERIA LA GALETTE MIRAMONTES,19.3186436,-99.1300396,4.1,11,1,1166.0,1,"[70, 41, 11]",True,False,False,False,False,False,False
ChIJmZ51hr4BzoURmqW-Y62JR3g,EXPENDIO DE PAN,19.3106629,-99.126593,3.6,10,1,,1,"[70, 41, 11]",True,False,False,False,False,False,False
ChIJwfdkIz3_0YURgg7WsBNuRig,KRISPY KREME EN OXXO,19.3190328,-99.1307637,3.0,1,1,1167.0,1,"[70, 41, 11]",True,False,False,False,False,False,False
ChIJYcdRhfsBzoURSyoS-j6Flxg,DU CHEF DIVISION DEL NORTE,19.3053755,-99.1319855,3.7,64,1,1123.0,1,"[70, 41, 11]",True,False,False,False,False,False,False
ChIJr2ZUQcYBzoURK43Mbkr1lNI,PASTELERIA LA ESTRELLA (MIRAMONTES),19.3198625,-99.1326043,4.0,693,1,1129.0,1,"[70, 41, 11]",True,False,False,False,False,False,False
ChIJX4SJ9bMBzoUR6nmR8wbks7w,PASTES Y EMPANADAS KABIZ,19.3092692,-99.1412285,4.4,28,1,1121.0,1,"[70, 41, 11]",True,False,False,False,False,False,False
ChIJ1Y28BwABzoURIAZQ66DuZHI,"PAN DE VIDA, PANADERIA. PAN CASERO",19.320009,-99.1346215,5.0,2,1,1034.0,1,"[70, 41, 11]",True,False,False,False,False,False,False
ChIJiwsWXvIBzoURpcWAeDB86OE,SABORES Y SABORES,19.3144364,-99.1262178,3.9,8,1,1168.0,1,"[70, 41, 11]",True,False,False,False,False,False,False
ChIJn7IDj1QBzoURqpEE3ZNga34,TALLER PASTELERO CDMX,19.3045849,-99.1368146,4.3,42,1,1169.0,1,"[70, 41, 11]",True,False,False,False,False,False,False
ChIJ_b4MsfkBzoURl6_SKiqJFfg,FUNART PASTELERIA,19.3043497,-99.1317256,5.0,7,1,1123.0,1,"[70, 41, 11]",True,False,False,False,False,False,False
ChIJxzS0C7UBzoUR7017-pD1niU,PANADERIA REY CAR,19.3133518,-99.1429824,3.5,2,1,,1,"[70, 41, 11]",True,False,False,False,False,False,False
ChIJ4_n8mJEBzoURsvs0cWZrwKc,"EL HORNO DE RINO (PANADERIA, ROSQUILLAS Y ENSALADAS)",19.31703719999999,-99.1417447,4.7,13,1,1170.0,1,"[70, 41, 11]",True,False,False,False,False,False,False
ChIJG9FW49IBzoUR_POIKOjM-pY,GALLETAS DEIMA,19.304746,-99.1296955,4.1,9,1,1171.0,1,"[70, 41, 11]",True,False,False,False,False,False,False
ChIJI_22zcsBzoURWCGs1tfUywI,MASSANO,19.3184586,-99.1409026,4.8,16,1,,1,"[70, 11, 41]",True,False,False,False,False,False,False
ChIJS9GAnLcBzoURpmKsnZerlDg,CHEDRAUI MEXICO PLAZA AMERICA,19.3130867,-99.1351493,4.0,3952,1,1172.0,2,"[10, 37, 19, 11, 64, 41]",False,True,False,False,False,False,False
ChIJZYnMJ5IBzoURTQjZXizM7IY,MINISUPER SAN JORGE,19.3062594,-99.1306935,3.6,7,1,1123.0,2,"[10, 19, 11, 41]",False,True,False,False,False,False,False
ChIJo8qXDL4BzoURS6ZYnGoWIwo,WALMART EXPRESS GIRASOLES,19.3107471,-99.1247619,4.1,2190,1,1128.0,2,"[10, 19, 11, 41]",False,True,False,False,False,False,False
ChIJyUWwUQIBzoURpjANeBZT20Y,TIENDA SUPER AMI,19.3094788,-99.1378442,5.0,3,1,1173.0,2,"[10, 19, 11, 41]",False,True,False,False,False,False,False
ChIJXz-hEGkBzoUR9kf-L-V-LZM,PLAYO EXPRESS | COAPA,19.3177927,-99.1376163,4.0,1,1,1034.0,2,"[10, 19, 11, 41]",False,True,False,False,False,False,False
ChIJV5sJkMEBzoURjOnhUTg4qKo,MERCADO SOBRE RUEDAS,19.3189642,-99.1344945,4.5,243,1,1034.0,2,"[10, 19, 11, 41]",False,True,False,False,False,False,False
ChIJfYBdJS8BzoURO7aePRZANvY,WILD FORK TLALPAN,19.3193931,-99.1377292,4.6,352,1,1034.0,2,"[10, 19, 11, 41, 42]",False,True,False,False,False,False,False
ChIJI9PgWPwBzoURG9O69FD7bA8,BODEGAS ALIANZA XPRESS,19.3162172,-99.1264667,4.9,16,1,1126.0,2,"[10, 19, 59, 11, 41]",False,True,False,False,False,False,False
ChIJwdc-fm4BzoURcPL3M49OlXQ,OXXO PARQUE DEL REY MEX,19.3089002,-99.1331363,3.7,11,1,1131.0,2,"[39, 58, 64, 5, 41, 11]",False,True,False,False,False,False,False
ChIJFRzV27sBzoURjiqofVMSJD4,7-ELEVEN,19.3094682,-99.130879,2.8,16,1,1174.0,2,"[39, 41, 11]",False,True,False,False,False,False,False
ChIJO0pPu7ABzoURxh9VERjfK3Y,OXXO PLAZA FUENTES MEX,19.3085166,-99.1356985,3.9,18,1,470.0,2,"[39, 58, 64, 5, 41, 11]",False,True,False,False,False,False,False
ChIJtVCsQLoBzoURQ-c1p6aCfaQ,GOMART I BOMBAS,19.3081602,-99.1327956,4.2,26,1,1121.0,2,"[39, 41, 11]",False,True,False,False,False,False,False
ChIJ6V7Yz7UBzoURS381tt6YPpc,OXXO DE ORO MEX,19.3128994,-99.1407812,3.9,9,1,470.0,2,"[39, 58, 64, 5, 41, 11]",False,True,False,False,False,False,False
ChIJ9417KMYBzoURt9oL4N-7Pfs,LA AZTECA,19.3191945,-99.1342336,4.6,8,1,1034.0,2,"[39, 41, 11]",False,True,False,False,False,False,False
ChIJX2_e8skBzoURPCqP0eNhVzY,OXXO TLALPAN MEX,19.3166986,-99.13967,4.0,22,1,1124.0,2,"[39, 58, 64, 5, 41, 11]",False,True,False,False,False,False,False
ChIJ8WXK5sYBzoURCpkiCaWlDmo,OXXO DELICIAS MEX,19.3189791,-99.130781,2.5,34,1,1127.0,2,"[39, 58, 64, 5, 41, 11]",False,True,False,False,False,False,False
ChIJOfhJG8kBzoURi0kKlVaHGKc,OXXO ESPARTACO MEX,19.3189933,-99.1377485,3.5,26,1,1034.0,2,"[39, 58, 64, 5, 41, 11]",False,True,False,False,False,False,False
ChIJs079nckBzoURjIZreZOWO3w,7-ELEVEN,19.3181915,-99.1391505,3.3,31,1,1175.0,2,"[39, 41, 11]",False,True,False,False,False,False,False
ChIJfQEsf8ABzoURA1Nlt2UtIlg,OXXO MIRAMONTES MEX,19.3160961,-99.1259968,3.2,31,1,1126.0,2,"[39, 58, 64, 5, 41, 11]",False,True,False,False,False,False,False
ChIJKUDoU1IAzoURRMs0yQL-VXU,7-ELEVEN,19.3121969,-99.1410361,3.6,18,1,1176.0,2,"[39, 41, 11]",False,True,False,False,False,False,False
ChIJe2gL0-oBzoURbDVbEGG4zP4,CHEDUFOODS,19.3110162,-99.1336466,1.0,1,1,1177.0,2,"[39, 41, 11]",False,True,False,False,False,False,False
ChIJmbyG-7cBzoURz2Kev3I9df8,ABARROTES Y CREMERIA D'LA DOCE,19.3150932,-99.1350396,3.0,6,1,1034.0,2,"[39, 41, 11]",False,True,False,False,False,False,False
ChIJHSpTt5MBzoURnj11M2vGu3c,OXXO,19.3135254,-99.1369606,1.8,5,1,1121.0,2,"[39, 41, 11]",False,True,False,False,False,False,False
ChIJWQHs3rcBzoURwSZg9_BUqv8,ABARROTES BUCAM,19.3151701,-99.1361624,2.0,1,1,1034.0,2,"[39, 41, 11]",False,True,False,False,False,False,False
ChIJlef0UQABzoURJbK58fVf-H8,GOMART | AGUA BRAVA,19.3084028,-99.1334267,2.5,2,1,1130.0,2,"[39, 41, 11]",False,True,False,False,False,False,False
ChIJlTJB3ccBzoURJGHeXoatKmc,ABARROTES EL TIO,19.3171328,-99.1339077,5.0,1,1,1034.0,2,"[39, 41, 11]",False,True,False,False,False,False,False
ChIJCxAyw7ABzoURDfwjsn59oZE,AVICOLA COAPA,19.3082963,-99.1365442,5.0,2,1,1121.0,2,"[39, 41, 11]",False,True,False,False,False,False,False
ChIJlfsgXLoBzoURNzXSvG6UIGs,LA ESPANOLA,19.3070568,-99.1329337,4.0,1,1,480.0,2,"[39, 41, 11]",False,True,False,False,False,False,False
ChIJH0-RO7EBzoURb-Qo_R6kMHc,LA FORTUNA,19.3084489,-99.1382598,4.5,2,1,1148.0,2,"[39, 41, 11]",False,True,False,False,False,False,False
ChIJOX73fgABzoURoftbrYfHVcY,"KIOSKO DE PERIODICOS, LIBROS Y REVISTAS HUESO",19.3071609,-99.1317372,4.3,142,1,1123.0,2,"[39, 41, 11]",False,True,False,False,False,False,False
ChIJH2ddlaEBzoUR3yLFO2EBAxc,OXXO ROBLE MEX,19.3180877,-99.1301454,3.4,15,1,1129.0,2,"[39, 64, 58, 5, 41, 11]",False,True,False,False,False,False,False
ChIJ_5mohb4BzoURcM_AuhuUtW0,MISCELANEA LA NUEVA IMAGEN,19.3106009,-99.12675,3.6,10,1,1130.0,2,"[39, 41, 11]",False,True,False,False,False,False,False
ChIJdSdn5cgBzoURZZZtxICG2fc,MINI SUPER NOELY,19.3192436,-99.1364559,4.7,15,1,1034.0,2,"[39, 41, 11]",False,True,False,False,False,False,False
ChIJhRiXCbQBzoURO0amAXT_LuQ,ABARROTES LA MARQUESITA,19.309357,-99.1410532,4.7,17,1,1121.0,2,"[39, 41, 11]",False,True,False,False,False,False,False
ChIJHYPxh74BzoURrCWOQpx-k9U,MISCELANEA LA VENTANITA,19.310701,-99.126401,5.0,3,1,1128.0,2,"[39, 41, 11]",False,True,False,False,False,False,False
ChIJm0aU3boBzoUR33DpRTBh0bA,OXXO BELISARIO MEX,19.3051863,-99.1322544,4.2,19,1,480.0,2,"[39, 64, 58, 5, 41, 11]",False,True,False,False,False,False,False
ChIJOwfMIsoBzoURciuPvAqfKkA,ABARROTES DON RAFA,19.3167568,-99.1407655,4.2,6,0,1124.0,2,"[39, 41, 11]",False,True,False,False,False,False,False
ChIJZ_JGQrQBzoURhUlrEqByiII,ABARROTES ESFUERZO,19.3105015,-99.1419095,4.8,4,1,470.0,2,"[39, 41, 11]",False,True,False,False,False,False,False
ChIJu7fJe7QBzoUR75SRkqbqSrg,MICELANEA LA VENTANITA,19.309672,-99.1423475,5.0,2,1,1148.0,2,"[39, 41, 11]",False,True,False,False,False,False,False
ChIJDdwEnrUBzoURJtevrhIsDdY,ABARROTES ALE,19.3139444,-99.1428172,5.0,1,1,470.0,2,"[39, 41, 11]",False,True,False,False,False,False,False
ChIJQ-x897QBzoUR_XMzCPPpw_A,SUPER TODO,19.3113416,-99.1429212,5.0,2,1,470.0,2,"[39, 41, 11]",False,True,False,False,False,False,False
ChIJdbHY0ssBzoURliwsMl7Cj1M,7-ELEVEN,19.31822189999999,-99.1406277,4.2,229,1,1178.0,2,"[39, 41, 11]",False,True,False,False,False,False,False
ChIJWXo1dbUBzoURZATcQNgLgbs,PAPELERIA Y ABARROTES EL MOLINO,19.3136211,-99.1429367,1.0,1,1,470.0,2,"[39, 41, 11]",False,True,False,False,False,False,False
ChIJKbDayLMBzoURy1WaIm4iKEk,"ABARROTES ""MARY""",19.3069563,-99.1412688,4.0,4,0,333.0,2,"[39, 41, 11]",False,True,False,False,False,False,False
ChIJkcFv98EBzoURepXchFjQfPM,CREMERIA,19.3214382,-99.1334608,4.2,15,1,1129.0,2,"[39, 41, 11]",False,True,False,False,False,False,False
ChIJdaGY9ckBzoURCTs4h-uMdQo,MODELORAMA PETALO 40,19.3164976,-99.1399553,2.9,15,1,1179.0,2,"[59, 41, 11]",False,True,False,False,False,False,False
ChIJdYLgD8gBzoURQSule57_xsU,PRESTIGIO EN MODA,19.3162254,-99.1353446,5.0,7,1,1034.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJF2FBubABzoURF4TTb3yBTlI,BORTECH TECHNOLOGY IN EMBROIDERY,19.30857,-99.1354558,4.6,34,1,1121.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJ7Zpz7v8AzoURT73491d5pZM,FREDERICK INTERNACIONAL S.A. DE C.V.,19.3177037,-99.1280571,4.2,158,1,1180.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJ1zALeMABzoURFsqpEZmTMvw,FRAICHE,19.3159138,-99.1257226,4.3,101,1,1181.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJa-MFiL8BzoUR8qpzA__mJeg,VICKY FORM,19.3158878,-99.1255249,3.9,29,0,1126.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJyW7qUbgBzoURUK9evVAfbJs,PENAFIEL,19.3131281,-99.1323734,4.1,55,1,1141.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJdzAwMPEBzoURHQu2YcxW9iA,EL ARMARIO DE ILI,19.3130498,-99.1321255,4.1,55,1,1141.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJyWJLUGoBzoURqs_hj0GJLn8,"HARAPOS,SHOP",19.3144059,-99.1358405,3.3,4,1,1182.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJ4ZK-ftv_0YURgDl3FVBBa6A,QUIMICHIN IMPRENTA PLAYERAS LONAS,19.3086181,-99.1344126,4.3,21,1,1121.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJoziuDwABzoURBLqExFi9iZo,PIYAMEDIC COAPA,19.3095518,-99.1305467,4.0,43,1,1183.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJdWJtMmYBzoUReZq6YOFJcRE,OSSIS SKATE STUDIO,19.3083764,-99.1360104,4.1,37,0,1164.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJFSZX5CQBzoURicmv2PAIY58,LULA OUTFIT,19.3083513,-99.1360236,4.5,4,1,1121.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJv4mCgqEBzoURUiT3MgkN_6U,DREAMS & CLOTHES,19.3169878,-99.1359279,4.0,47,1,1034.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJnxjrAdgBzoUR3ycPI3iFtdo,MAYANA UNIFORMES,19.3087363,-99.1380727,3.2,14,1,1121.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJTW--BAABzoURPec-lEyHYBg,UNIFORMES MARY PRIMARIA Y SECUNDARIA,19.3178084,-99.135116,4.2,8,1,1034.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJkWSD28kBzoURhzqzwh_hEjc,SPLASH,19.3136837,-99.14035,5.0,1,1,1184.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJgc_gKjoBzoURavCrqLF0YGY,NIKESPORTSPRO,19.3119108,-99.1404828,3.4,161,1,1185.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJpXxD2oABzoURR9hdv5nBW4Y,SEX SHOP BUNNY BRAND TOYS,19.3166986,-99.13967,4.8,10,1,1124.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJeaD_4MYBzoURJnQ_aDPXiXY,KALI PLAY,19.3188424,-99.1305584,4.4,54,1,,2,"[16, 41]",False,True,False,False,False,False,False
ChIJI-PuRgD_0YURwa3veMkvDKA,CLOTHES EXPRESS MEXICO,19.3153813,-99.1409509,4.9,18,1,1124.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJPU0Hkyb90YUR-VW4PAFiErA,LIVING THE SEA,19.3190306,-99.1373475,4.5,76,1,1186.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJVVWJnMkBzoURUsfMoeEZJ3k,DIVINA BOUTIQUES,19.31791699999999,-99.1392376,3.6,17,1,1124.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJ7ZlBH7sBzoURCwlJlko3Ujo,THE BRIDES PLACE,19.3054627,-99.1316318,4.0,1,1,1187.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJX10MjusBzoURjBuxLmltRuQ,THE FRIENDS BOUTIQUE,19.3054592,-99.1315851,5.0,2,1,1188.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJX3rZxcABzoURhTGIE0q4VU8,AZAL BOUTIQUE,19.3176858,-99.1282043,4.2,158,1,,2,"[16, 41]",False,True,False,False,False,False,False
ChIJb7ehuOQBzoUR6EcHqeG4hK4,MARCELINE CUSTOM DESIGN,19.3198244,-99.1320384,4.2,224,1,333.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJqyz2lLwBzoURCJtxlqEjmJ4,KIB STORE,19.306088,-99.1288226,1.0,1,1,1189.0,2,"[16, 41]",False,True,False,False,False,False,False
ChIJTytLc8YBzoURnkgERAIQL2g,MANDI BABY CLOTHES,19.3209327,-99.132459,5.0,9,1,1190.0,2,"[68, 16, 5, 41]",False,True,False,False,False,False,False
