nombre_colonia,id_colonia
CRUZ DEL FAROL 20,777
MZ 27,778
PICACHO-AJUSCO,779
SINFONIA,780
MIGUEL HIDALGO 4A SECCION,781
4A SECC,782
4A. SECCION,783
14749 CIUDAD DE MEXICO,784
CARRETERA PICACHO-AJUSCO MZ28,785
CARRETERA PICACHO-AJUSCO KM. 5.5,786
CRUZ DEL FAROL 19,787
CARRETERA PICACHO AJUSCO KM 6 MZ19 LT 113,788
CARRETERA PICACHO-AJUSCO KM 6,789
BARRANCA SECA,790
FERROCARRIL DE CUERNAVACA 2,791
LA CRUZ,792
MERCADO LA CRUZ CAMINO REAL A CONTRERAS,793
LA CONCEPCION,794
LA GUADALUPE,795
CAMINO REAL A CONTRERAS 7-BIS,796
DON MARGARITO 154,797
LAS CALLES,798
FERROCARRIL DE CUERNAVACA 18C,799
RIO MAGDALENA 10,800
AVENIDA MEXICO 1353,801
RIO MAGDALENA 12A,802
CHABACANO 153,803
SAN NICOLAS TOTOLAPAN,804
FRANCISCO VILLA 1322,805
10800,806
COLIMA,807
SAN FRANCISCO,808
AVENIDA ALVARO OBREGON 103,809
AVENIDA MEXICO 1143,810
CALLE PUEBLA 29,811
IXTLAHUACA 30,812
BALANCAN 126,813
BARRIO SAN FRANCISCO,814
PEDREGAL DE SAN NICOLAS 1RA SECCION,815
ALCALDIA,816
PEDREGAL 2,817
POPULAR SANTA TERESA,818
3A. CERRADA MATAMOROS 25,819
AVENIDA ALVARO OBREGON N/A-N/A,820
GRANADA 3,821
BOKOBA,822
AVENIDA MEXICO 1215,823
PLAZUELA DEL PEDREGAL,824
RIO MAGDALENA 114,825
HERMENEGILDO GALEANA,826
CIRCUITO FUENTES DEL PEDREGAL 428,827
55100,828
ILIADA 12,829
JUEGO DE PELOTA 46,830
CHABACANO 30,831
AVENIDA SAN FRANCISCO 218,832
RIO BLANCO,833
SAN JOSE DEL RINCON,834
PEDREGAL DEL LAGO,835
AVENIDA ALVARO OBREGON 1415,836
LA MAGDALENA,837
SAN JERONIMO ACULCO,838
THE CROSS. BETWEEN,839
CIPRES 7,840
AVENIDA MEXICO,841
AVENIDA MEXICO 1274,842
AVENIDA MEXICO 1311,843
CHABACANO 142,844
CALLE MARIANO MATAMOROS 10,845
AVENIDA MEXICO 25,846
ALFONSO PRIANI 150,847
ALFONSO PRIANI 150-A,848
DELEGACION,849
FRANCISCO SARABIA 158,850
MEMETLA,851
AVENIDA MEXICO 1340,852
JOSE MARIA MORELOS 9B,853
FERROCARRIL DE CUERNAVACA,854
AVENIDA MEXICO 106,855
CHABACANO 9-1RA,856
AVENIDA ALVARO OBREGON 1533B,857
EMILIO CARRANZA,858
TESORO 91-B,859
CALLE MARIANO MATAMOROS 9,860
REFORMA 39,861
LOS FRAMBOYANES,862
RIO MAGDALENA,863
CAMINO REAL A CONTRERAS 35,864
CIRCUITO FUENTES DEL PEDREGAL 320,865
TORRES DE POTRERO,866
REFORMA SN,867
AVENIDA MEXICO 1278,868
EMILIO CARRANZA 119,869
AVENIDA MEXICO 1288,870
FERROCARRIL DE CUERNAVACA 14,871
FERROCARRIL DE CUERNAVACA 273,872
PEDREGAL DE SAN NICOLAS 4TA SECC,873
CALLE MORELIA,874
DURAZNO 24-A,875
CALLE SEBASTIAN LERDO DE TEJADA,876
CERRADA BOKOBA,877
SEYE 26,878
LA,879
LOMAS ALTAS DE PADIERNA,880
OLIVAR DE LOS PADRES,881
PARQUE LAS AGUILAS,882
SAN CLEMENTE SUR,883
PROGRESO,884
LOMAS DE LOS ANGELES TETELPAN,885
TETELPAN,886
ALVARO OBREGON,887
AGUILAS,888
AMPLIACION AGUILAS,889
CALLE 3 BIS20,890
LA HERRADURA,891
CERRO 67,892
CALZADA DE LAS AGUILAS 160,893
CALZADA DE LAS AGUILAS ESQUINA,894
CALZADA DE LAS AGUILAS,895
LAS AGUILAS,896
LOMAS DE SAN ANGEL INN,897
TERCER PARQUE,898
CIUDAD VICTORIA 151,899
CALZADA DE LAS AGUILAS 1049,900
CAMINO REAL DE TETELPAN,901
01700 3 CERRADA DE SAN AGUSTIN,902
CALZADA DE LAS AGUILAS 995,903
DESIERTO DE LOS LEONES,904
CAM REAL DE MINAS,905
DESIERTO DE LOS LEONES 4323,906
BAHIA 29,907
AJUSCO 14,908
DESIERTO DE LOS LEONES MZ4 LT38,909
DESIERTO DE LOS LEONES #4417,910
SAN AGUSTIN,911
CALZ AL DESIERTO DE 4036,912
FLOR DE MARIA,913
SAN CLEMENTE NORTE,914
1RA SECCION LAS AGUILAS,915
ISLOTE,916
AVENIDA LAS FLORES,917
1A TARANGO 1,918
3ER PARQUE LAS AGUILAS,919
AVENIDA TOLUCA 446-LOCAL A,920
CALZADA DE LAS AGUILAS 837-Y 835,921
2DO PARQUE LAS AGUILAS,922
PUEBLO DE TETELPAN,923
AVENIDA TOLUCA 481,924
AVENIDA TOLUCA 475,925
DESIERTO DE LOS LEONES 117,926
DESIERTO DE LOS LEONES 4855-INTERIOR 47 OFICINA 3,927
DESIERTO DE LOS LEONES 4404-2,928
PLAZA ALTOLIVO,929
SAN ANGEL INN,930
CALLE CERRRADA DE SEMINARIO 24 B,931
RIO GUADALUPE,932
ROMULO O'FARRIL,933
AVENIDA TOLUCA 571-LOCAL 2 PRIMER PISO,934
AVENIDA TOLUCA 239,935
AVENIDA TOLUCA 212,936
CALLE COLINA 220,937
SALVATIERRA 92A,938
CALZADA DE LAS AGUILAS 820-LOCAL 1,939
CALLE SERRANIA MNZ. 12,940
CALLE CERRRADA DE SEMINARIO 22-INTERIOR A,941
DESIERTO DE LOS LEONES MZ20 LT7-#4423,942
MESETA 43,943
2A. CERRADA,944
DESIERTO DE LOS LEONES 4787,945
AVENIDA TOLUCA 506,946
CALZADA DE LAS AGUILAS 1038-LOCAL C,947
AVENIDA LAS FLORES 624,948
ACAMBARO 5,949
RIO GUADALUPE 20,950
CAMINO REAL A TETELPAN 165-INT 1,951
OLIVAR DEL CONDE 2DA SECCION,952
CALZADA DE LAS AGUILAS 819,953
ACTIPAN,954
AVENIDA TOLUCA 571,955
AVENIDA TOLUCA 215,956
PAVELLON TRAVESIMEX 585,957
AVENIDA TOLUCA 511,958
3 Y 4,959
EL MIRADOR,960
PILARES AGUILAS,961
CALLE CERRRADA DE SEMINARIO 82,962
AV. TOLUCA,963
DESIERTO DE LOS LEONES 4417,964
LOMAS DE LAS AGUILAS,965
ARRECIFE 71,966
CALZADA DE LAS AGUILAS 820,967
DEL CARMEN,968
AV. FRANCISCO SOSA. 287 COYOACAN,969
ROMERO DE TERREROS,970
IGNACIO ALLENDE 53,971
SANTA CATARINA,972
CENTENARIO 31A,973
AVENIDA MIGUEL ANGEL DE QUEVEDO 486,974
ALLENDE S/N INTERIOR MERCADO COYOACAN LOCAL 401,975
XOCO,976
AVENIDA UNIVERSIDAD 1334,977
DE COYOACAN,978
AXOTLA,979
AYUNTAMIENTO 27,980
LONDRES 361,981
PINO 6,982
CENTENARIO 16,983
G. PEREZ VALENZUELA 78,984
8RXH+FJ7,985
CALLE XICOTENCATL 355-LOCAL C,986
IGNACIO ALDAMA 113,987
MALINTZIN 199,988
CENTENARIO 49,989
MALINTZIN 165-LOCAL 3,990
AGUAYO ESQUINA,991
FELIPE CARRILLO PUERTO 38,992
CALLE CABALLOCALCO 6-LOCAL A,993
CALLE XICOTENCATL 395,994
AVENIDA FRANCISCO SOSA,995
IGNACIO ALLENDE SN,996
MALINTZIN 20,997
ABASOLO 132,998
XICOTENCATL ESQUINA ABASOLO COYOACAN,999
AVENIDA COYOACAN 2000,1000
AVENIDA MIGUEL ANGEL DE QUEVEDO 443-LOCAL 10,1001
FLORIDA,1002
ZONA DE COMIDA,1003
AVENIDA COYOACAN 2000B,1004
CENTENARIO 151,1005
AVENIDA UNIVERSIDAD 1293,1006
04100 CIUDAD DE MEXICO,1007
MONTE DE PIEDAD,1008
AVENIDA UNIVERSIDAD 1469-LOCAL B,1009
ACACIAS,1010
EL CARMEN,1011
FELIPE CARRILLO PUERTO N° 27,1012
CALLE XICOTENCATL 89,1013
AVENIDA MIGUEL ANGEL DE QUEVEDO 550,1014
COL. VILLA,1015
IGNACIO ALLENDE 38,1016
AVENIDA MIGUEL ANGEL DE QUEVEDO 486-LOCAL 10,1017
AVENIDA RIO CHURUBUSCO 601,1018
IGNACIO ALLENDE 45-LOCAL 1 PLANTA ALTA,1019
BENITO JUAREZ 2000,1020
SAN DIEGO CHURUBUSCO,1021
CENTENARIO 183,1022
CENTENARIO 25,1023
CALLEJON BELISARIO DOMINGUEZ 21,1024
FELIPE CARRILLO PUERTO 25 MERCADO DE ARTESANIAS LOCAL 249,1025
FELIPE CARRILLO PUERTO 25 MERCADO DE ARTESANIAS LOCAL 258,1026
FELIPE CARRILLO PUERTO 25 MERCADO DE ARTESANIAS LOCAL B 33,1027
FELIPE CARRILLO PUERTO 25 PARTA ALTA LOCAL 406,1028
FELIPE CARRILLO PUERTO PASILLO B,1029
04000 COYOACAN,1030
AVENIDA FRANCISCO SOSA 243,1031
CALZADA MARIANO MATAMOROS 17,1032
IGNACIO ALLENDE S/N,1033
ESPARTACO,1034
CENTENARIO 29,1035
CALLE ALLENDE ESQUINA CON MALITZIN DEL CARMEN,1036
IGNACIO ALLENDE 45,1037
AVENIDA RIO CHURUBUSCO 601-LOCAL 23 Y 24,1038
REAL MAYORAZGO 130,1039
CUAUHTEMOC,1040
INTERIOR 1704,1041
AVENIDA MIGUEL ANGEL DE QUEVEDO 354,1042
VIENA,1043
IGNACIO ALLENDE NUMERO 45,1044
SAN FRANCISCO FIGURACO 17,1045
BENITO JUAREZ,1046
CALLEJON BELISARIO DOMINGUEZ 21-LOCAL A,1047
FELIPE CARRILLO PUERTO 6,1048
AVENIDA MIGUEL ANGEL DE QUEVEDO 538,1049
26 COL. DEL CARMEN,1050
04000,1051
VEREDA NACIONAL 9,1052
CALLE XICOTENCATL 270,1053
AVENIDA RIO CHURUBUSCO 385,1054
CUAUHTEMOC S/N,1055
IGNACIO ALLENDE 45-PRIMER PISO LOCAL 7,1056
CALLE MADRID 135,1057
DEL CARMEN COYOACAN 04100 CIUDAD DE MEXICO,1058
COL DEL VALLE CENTRO,1059
HIGUERA 25,1060
AVENIDA MIGUEL ANGEL DE QUEVEDO 443,1061
AVENIDA MIGUEL ANGEL DE QUEVEDO 427,1062
AVENIDA MIGUEL ANGEL DE QUEVEDO 646,1063
CENTENARIO 11,1064
REAL MAYORAZGO 130-LOC. 2N-08,1065
CALLEJON BELISARIO DOMINGUEZ 141,1066
AVENIDA FRANCISCO SOSA 171 INT2,1067
MALINTZIN 183,1068
AVENIDA MEXICO 189,1069
AVENIDA FRANCISCO SOSA 258,1070
MERCADO DE COYOACAN,1071
COL COYOACAN,1072
AVENIDA MIGUEL ANGEL DE QUEVEDO 530,1073
AVENIDA RIO CHURUBUSCO,1074
FRANCISCO JAVIER MINA 9,1075
FRANCISCO ORTEGA 19,1076
CENTENARIO 214-4A,1077
AVENIDA MIGUEL ANGEL DE QUEVEDO 560,1078
LOS VIVEROS DE COYOACAN,1079
CALLE PRESIDENTE CARRANZA 43,1080
AVENIDA RIO CHURUBUSCO 316,1081
DOMINGO SABIO,1082
JARDIN SANTA CATARINA 10,1083
ABASOLO S/N,1084
9R3H+C9,1085
9R4H+2J,1086
CENTENARIO 21,1087
AVENIDA MIGUEL ANGEL DE QUEVEDO 486-C 4010,1088
MALINTZIN 175,1089
CENTENARIO 12,1090
MOCTEZUMA 133,1091
130,1092
CALLEJON BELISARIO DOMINGUEZ 120,1093
VERTIZ NARVARTE,1094
PLAZA DE LA CONCEPCION 15,1095
SAN JUAN ACATITLAN,1096
AVENIDA MEXICO 36,1097
VICENTE GUERRERO 47,1098
AURORA 27-1,1099
DULCE OLIVIA 72,1100
VIVEROS DE COYOACAN,1101
03330 CIUDAD DE MEXICO,1102
AVENIDA UNIVERSIDAD 300,1103
CALLE PRESIDENTE CARRANZA 121 COYOACAN CENTRO,1104
MALINTZIN S/N ESQUINA ABASOLO MERCADO COYOACAN LOCAL 209,1105
AVENIDA UNIVERSIDAD 1531-LOCAL 14 Y 15,1106
SANTA CRUZ ATOYAC,1107
AVENIDA MIGUEL HIDALGO 240,1108
AVENIDA MEXICO 134 D,1109
AVENIDA MEXICO 224,1110
CALLE XICOTENCATL,1111
AVENIDA MIGUEL ANGEL DE QUEVEDO 42,1112
AVENIDA UNIVERSIDAD 1387,1113
AVENIDA MIGUEL ANGEL DE QUEVEDO 531,1114
AVENIDA UNIVERSIDAD 1531,1115
AVENIDA MIGUEL HIDALGO 286,1116
CENTENARIO,1117
CALLE TRES CRUCES S/N,1118
PORTALES NORTE,1119
AVENIDA COYOACAN,1120
EX-HACIENDA COAPA,1121
AVENIDA DIVISION DEL NORTE 4025,1122
FLORESTA COYOACAN,1123
EL RELOJ,1124
CANAL DE MIRAMONTES 2681,1125
JARDINES DE COYOACAN,1126
CIPRESES,1127
GIRASOLES III,1128
PRADO COYOACAN,1129
EX-EJIDO SANTA URSULA COAPA 27 BIS,1130
EL PARQUE,1131
PARQUE COYOACAN,1132
613LETRAN VALLE,1133
EQUIPAMIENTO PREPARATORIA NUMERO 5,1134
CALZADA DE LAS BOMBAS Y,1135
COLONIA VERGEL,1136
VILLAS DE SAN MIGUEL,1137
EL VERGEL DE COYOACAN ( INFONAVIT EL HUESO),1138
CALZADA DE LAS BOMBAS 35 BIS,1139
CALZADA DEL HUESO 136,1140
LOS OLIVOS,1141
BENITO JUAREZ 117 1-LOCAL B,1142
AVENIDA DIVISION DEL NORTE 4153 ESQUINA,1143
LOCAL 5,1144
CALZADA DEL HUESO 1,1145
CALZADA DEL HUESO SIN NUMERO,1146
AVENIDA DIVISION DEL NORTE 4102-LOCAL 2,1147
EJIDO VIEJO DE SANTA URSULA COAPA,1148
ESTRELLA BINARIA 19,1149
CANAL DE MIRAMONTES 2644,1150
EJIDO VIEJO DE SANTA URSULA,1151
C.P,1152
CALZADA DE TLALPAN 3196,1153
AVENIDA EL BORDO 6,1154
COAPA,1155
CALIZ 35 MERCADO-LOCAL 34,1156
CIRUELOS,1157
RANCHO SAN LORENZO KIOSKO 2,1158
CANAL DE MIRAMONTES 2600-LOCAL 46,1159
CANAL DE MIRAMONTES 2600,1160
LOS CIPRESES,1161
04460 CIUDAD DE MEXICO,1162
IRIS 21,1163
CALZADA DEL HUESO 160,1164
CALZADA DE TLALPAN 2905,1165
CANAL DE MIRAMONTES 2650-LOCAL 3,1166
CANAL DE MIRAMONTES 2667,1167
DRACENA,1168
ALMANALCO ESQ,1169
COROLA,1170
R,1171
BENITO JUAREZ 117,1172
SANTA ROSA 36-LOC-2,1173
REFORMA,1174
MEX,1175
CALZADA DE TLALPAN 3039,1176
AVENIDA MAR DE LA TRANQUILIDAD 35,1177
CALIZ 3,1178
PETALO 40,1179
CANAL DE MIRAMONTES 2706 B,1180
CANAL DE MIRAMONTES,1181
CALLE 7 # 187,1182
COL. EL PARQUE,1183
ERMITA,1184
NOSE,1185
CALLE 4 13,1186
HACIENDA DE PASTEJE 11-9,1187
HACIENDA LA AMAZCALA NUMERO 6,1188
GIRASOLES II,1189
CANAL DE MIRAMONTES 2600-LOCAL 14,1190
CALLE HACIENDA DE PASTEJE 2 FLORESTA COYOACAN 14310 TLALPAN,1191
RANCHO SAN LORENZO LOCAL 14,1192
CANAL DE MIRAMONTES 2600-LOCAL 26,1193
HACIENDA DE SAN JUAN,1194
CALZADA DE LAS BOMBAS 115,1195
AVENIDA CANAL DE MIRAMONTES 2600 LOCAL C 98,1196
PLAZA GIRASOLES 6-LOCAL. 23 Y 24,1197
AVANTE,1198
CANAL DE MIRAMONTES 2739,1199
CALLE 13 43,1200
CERRADA 1 COROLA 17,1201
COL. PRADOS DE COYOACAN DELEG. COYOACAN,1202
COAPA 28 BIS,1203
EX EJIDO COYOACAN,1204
JARDINES COYOACAN,1205
CLUB DE GOLF COUNTRY CLUB,1206
10,1207
EJIDO DE,1208
CANAL DE MIRAMONTES 2640,1209
HACIENDA LA AMAZCALA 6 SEGUNDO PISO,1210
RANCHO SAN LORENZO 6,1211
SAN PABLO TEPETLAPA,1212
CALZADA DE LAS BOMBAS 35,1213
VIADUCTO TLALPAN 3222,1214
CANAL DE MIRAMONTES 2749,1215
CANAL DE MIRAMONTES 2600-ISLA A,1216
CANAL DE MIRAMONTES 2600-LOCAL L-5,1217
CALLE 12 111,1218
JARDINES VILLA COAPA,1219
CALLE 7 140,1220
CALZADA DEL HUESO,1221
CALLE 11 108,1222
CALZADA DE LAS BOMBAS 128,1223
AVENIDA DIVISION DEL NORTE 5,1224
AV. PROLONGACION DIVISION DEL NORTE 4110 -2 COLONIA FLORESTA COYOACAN DELEGACION,1225
CALZADA DE TLALPAN 2901,1226
CANAL DE MIRAMONTES 2693,1227
04830 CIUDAD DE MEXICO,1228
VILLAS DE COYOACAN,1229
CALZADA DE TLALPAN 2800,1230
VERGEL DE COYOACAN,1231
CALZADA DE LAS BOMBAS 121,1232
COL. COYOACAN,1233
CALLE LIRA 28,1234
FLORESTA,1235
CANAL DE MIRAMONTES 2704-PLANTA BAJA LOCAL B,1236
SANTA CRUZ XOCHITEPEC,1237
CANAL DE MIRAMONTES 2769,1238
LOS GIRASOLES 3,1239
PRADO CHURUBUSCO,1240
CANAL DE MIRAMONTES 2687,1241
MARIA HERNANDEZ ZARCO SN,1242
GIRASOLES I,1243
CALLE 11 129,1244
EX-EJIDOS SANTA URSULA COAPA,1245
HACIENDA DE PASTEJE,1246
PRESIDENTES EJIDALES 2DA SECCION,1247
PRIGADA DE CARVAJAL SN,1248
PUEBLO DE SANTA URS,1249
CALZADA DE TLALPAN 3058,1250
AVENIDA MAR DE LA TRANQUILIDAD 3,1251
AVENIDA DIVISION DEL NORTE 17,1252
CALZADA DE GUADALUPE 29,1253
BENITO JUAREZ 117-LOCAL A-1,1254
FRANCISCO VILLA 33,1255
CALZADA DEL HUESO SN,1256
HACIENDA DE COYOACAN,1257
CALZADA DE TLALPAN 2949,1258
AVENIDA DIVISION DEL NORTE 4102,1259
CALLE 4 101,1260
CALZADA DEL HUESO 329,1261
ALVARO OBREGON 2A,1262
AVENIDA DIVISION DEL NORTE 16,1263
LA FLORESTIA,1264
EJE VIAL 1 ORIENTE 2749,1265
FUENTES DE TEPEPAN,1266
CAMINO REAL AL AJUSCO,1267
MIRAFLORES 64,1268
MIRAFLORES 6,1269
ZONA ARQUEOLOGICA LA NOPALERA,1270
MAGNOLIA 33-2DA,1271
PEDRO XOLALPA 2,1272
7R5W+CW,1273
SAN ANDRES MARTIR,1274
CALZADA ZOQUIAQUE,1275
7R5X+8R,1276
1A. CERRADA DE CAMINO REAL AL AJUSCO 254A,1277
NARCISO MENDOZA 278,1278
LOT53,1279
CDA CAZULCO,1280
PROLONGACION BUENAVISTA,1281
10900,1282
DE SAN NICOLAS TOTOLAPAN,1283
7PVR+45,1284
SAN JOSE DE LOS DINAMOS,1285
SANTISIMA TRINIDAD,1286
TLACUITLAPA 2DO REACOMODO,1287
TEPEACA,1288
01619,1289
EL RINCON,1290
LLANO REDONDO,1291
TLACUITLAPA,1292
TEOTIHUACAN 18,1293
ANDADOR 5 124,1294
PROGRESISTA,1295
LOMAS DE PLATEROS,1296
ANDADOR 5 5,1297
CALLE 1,1298
AVENIDA CENTENARIO 2011,1299
AVENIDA CENTENARIO,1300
BOSQUES DE TARANGO,1301
BALCONES DE CEGUAYO,1302
FUEGUINOS 1785,1303
DOS RIOS,1304
AMPLIACION TLACUITLAPA II,1305
AVENIDA CENTENARIO # 2000B,1306
LAS CUEVITAS,1307
PUNTA DE CEGUAYO,1308
AVENIDA MIGUEL HIDALGO 39,1309
AVENIDA CENTENARIO 1554-L1,1310
BALCONES DE CEHUAYO,1311
TEPEACA 13,1312
AVENIDA YUNCAS 120,1313
ACUILOTLA,1314
BALCONES DE CEHUAYO 9,1315
LOTE 3,1316
VILLA PROGRESISTA,1317
AVENIDA CENTENARIO 22,1318
PRADOS LA PROVIDENCIA,1319
SANTA LUCIA,1320
PUERTA GRANDE,1321
COL. RINCONADA,1322
LOMAS DE GUADALUPE,1323
EL RUEDO,1324
CALLE FERNANDO CALDERON MZ2 LT6,1325
MINA DE DIAMANTE LT 2-MZ 6,1326
CEGUAYA,1327
CORPUS CHRISTI,1328
LOMA DE PUERTA GRANDE,1329
CORPUS CRISTY 1ER REACOMODO,1330
JUARISTAS,1331
AVENIDA CENTENARIO 1600,1332
AVENIDA CENTENARIO #3,1333
01548,1334
CALLE 10,1335
ATLAMAXAC,1336
COLONIA SEGUNDO REACOMODO,1337
VALENTIN GOMEZ FARIAS,1338
DEL,1339
36,1340
AVENIDA SAN ISIDRO ALTO LERMA,1341
CALLE 1 2006,1342
AVENIDA CENTENARIO 2700,1343
FRACCION 20,1344
GIRASOL SN,1345
AVENIDA SAN ISIDRO ALTO LERMA 14,1346
CALLE MOCTEZUMA 135,1347
BELEN DE LAS FLORES,1348
CEDROS,1349
AVENIDA CENTENARIO 2105,1350
OLMECA 12,1351
MAYA 23,1352
PUEBLO DE SANTA LUCIA,1353
CHARRUAS LOCAL 3,1354
AVENIDA YUNCAS,1355
PARQUE TARANGO,1356
SANTO TOMAS 123-SUITE 600,1357
CENTENARIO MZ 2 LOTE 7 EL RINCON,1358
CALLE DURAZNO #7,1359
AVENIDA CENTENARIO 2006,1360
AVENIDA CENTENARIO 1997,1361
CAMINO PUERTO CEGUAYO,1362
01650,1363
CEHUAYO,1364
MERCED GOMEZ,1365
JURISTAS,1366
INSURGENTES SAN BORJA,1367
NOCHE BUENA,1368
NAPOLES,1369
TLACOQUEMECATL DEL VALLE,1370
EXTREMADURA INSURGENTES,1371
AVENIDA INSURGENTES CENTRO 1122,1372
COLONIA DEL VALLE CENTRO,1373
CIUDAD DE LOS DEPORTES,1374
AVENIDA INSURGENTES SUR 953,1375
COLONIA DEL VALLE SUR,1376
SAN JOSE INSURGENTES,1377
DEL VALLE,1378
INSURGENTES MIXCOAC,1379
SAN JUAN,1380
COL DEL VALLE,1381
NONOALCO,1382
SAN FRANCISCO 1621,1383
MIGUEL LAURENT,1384
CALLE TLACOQUEMECATL 47 BIS,1385
COL. DEL VALLE,1386
AVENIDA INSURGENTES SUR 1038,1387
BOSTON 41-LOCAL F,1388
BOSTON 17,1389
COLONIA DEL VALLE,1390
BALTIMORE 138,1391
CALLE FRESAS,1392
CALLE CAPULIN,1393
MANZANAS 56,1394
SAN LORENZO 106,1395
03720,1396
CALLE CAROLINA # 100-902,1397
AVENIDA INSURGENTES SUR 1194-LOC 1E,1398
AVENIDA INSURGENTES SUR 1236-PLANTA BAJA,1399
MAXIMINO AVILA CAMACHO 33,1400
03710 CIUDAD DE MEXICO,1401
SAN FRANCISCO 1214,1402
MIXCOAC,1403
AVENIDA COYOACAN 1003,1404
GEORGIA 114,1405
AVENIDA INSURGENTES CENTRO 1310,1406
SAN FRANCISCO 1621-LOCAL 02,1407
FLORIDA 21-LOCAL B,1408
PILARES 74-1,1409
JUAREZ,1410
AVENIDA EXTREMADURA 72,1411
AVENIDA EXTREMADURA 58,1412
CALLE PENSILVANIA 254,1413
DAKOTA 392-LOC. A,1414
CERRADA MATIAS ROMERO 23,1415
AVENIDA REVOLUCION 780-LOCAL 5,1416
AVENIDA COYOACAN 1035-DESPACHO 3,1417
SOTANO,1418
AVENIDA INSURGENTES SUR 1391-LOCAL 219C,1419
SAN ANTONIO 95,1420
SAN LORENZO 232,1421
PUSSIN Y AV. EXTREMADURA,1422
HOLBEIN 229,1423
EMPRESAS,1424
AVENIDA INSURGENTES SUR 1150,1425
AVENIDA EXTREMADURA 42-LOCAL B,1426
FELIX CUEVAS 133,1427
TINTORETO 20,1428
AVENIDA INSURGENTES SUR 1216,1429
CALLE PENSILVANIA 267B,1430
SAN PEDRO DE LOS PINOS,1431
ATLANTA 133,1432
HOLBEIN 217,1433
AVENIDA EXTREMADURA 111,1434
A,1435
03200,1436
CD DE LOS DEPORTES,1437
CALLE INDIANA 203,1438
PROVIDENCIA 1264,1439
SAN FRANCISCO 1112,1440
AVENIDA INSURGENTES SUR 1310,1441
FELIX CUEVAS 127-LOCAL 1B,1442
FELIX CUEVAS 210,1443
ILLINOIS 68,1444
CALLE INDIANA,1445
PATRICIO SANZ 1442,1446
MIGUEL LAURENT 33,1447
AVENIDA EXTREMADURA 42,1448
PROVIDENCIA 1218,1449
AVENIDA INSURGENTES SUR 1310-SOTANO,1450
SANTA MARIA NONOALCO,1451
AVENIDA PORFIRIO DIAZ 150,1452
M Y O,1453
DEL VALLE CENTRO,1454
CALLE EMPRESA 91G,1455
PATRICIO SANZ 1304,1456
CALLE INDIANA 135,1457
SAN FRANCISCO 1626 LOCAL 1 COLONIA DEL VALLE,1458
AVENIDA INSURGENTES SUR 1188-LOCAL 02,1459
AVENIDA INSURGENTES SUR 1188-INT. 604,1460
JUAN CORDERO NORTE 7,1461
SAN LORENZO 106-702,1462
SAN LORENZO #153,1463
AVENIDA INSURGENTES SUR 1271,1464
LIRIO 9,1465
AVENIDA PATRIOTISMO 604,1466
FELIX CUEVAS 204-INT 6,1467
PILARES 108-INTERIOR 701,1468
ADOLFO PRIETO 1312,1469
ADOLFO PRIETO 1439,1470
AMEYALCO 17-PISO 7,1471
MIGUEL LAURENT 96,1472
AVENIDA COLONIA DEL VALLE 137,1473
PARROQUIA 179-LOCAL 161,1474
FLORIDA 21,1475
MANZANAS 44,1476
CAROLINA 44-B,1477
AVENIDA PATRIOTISMO 662,1478
CERRADA CEREZAS #1360,1479
AVENIDA PATRIOTISMO 771,1480
PATRICIO SANZ 1609-LOCAL 8,1481
AVENIDA INSURGENTES CENTRO 863,1482
FELIX CUEVAS 374,1483
CALLE KANSAS 23,1484
CERRADA AUGUSTO RODIN 211,1485
SAN LORENZO 153-PISO 105,1486
AVENIDA PORFIRIO DIAZ 66,1487
HOLBEIN 159,1488
TEJOCOTES,1489
AVENIDA PORFIRIO DIAZ 106,1490
SACRAMENTO 526,1491
SACRAMENTO 522,1492
OFICINA 502,1493
ESQ,1494
CAROLINA 113,1495
CINCINNATI 81-INTERIOR 204,1496
AVENIDA PORFIRIO DIAZ 100-PISO 2,1497
MIGUEL LAURENT 15BIS-PISO 3 INTERIOR 304,1498
AVENIDA INSURGENTES SUR #1030,1499
SAN LORENZO 141,1500
SAN LORENZO 164,1501
PABLO UCELLO 17,1502
INT. 101,1503
CALLE EMPRESA 165,1504
PARROQUIA 179,1505
AVENIDA INSURGENTES SUR 1027,1506
AVENIDA INSURGENTES CENTRO 1027,1507
BUFALO 1,1508
COLONIA EXTREMADURA INSURGENTES,1509
COLONIA INSURGENTES MIXCOAC,1510
AVENIDA INSURGENTES SUR 1026,1511
AVENIDA INSURGENTES CENTRO 936,1512
AVENIDA PATRIOTISMO 540,1513
FELIX CUEVAS 206,1514
FELIX CUEVAS 126,1515
AVENIDA INSURGENTES SUR 1231,1516
AVENIDA INSURGENTES SUR 933,1517
PATRIOTISMO # 683 SAN JUAN,1518
FELIX CUEVAS 138-LOCALES A B Y C,1519
CALLE VALENCIA 107,1520
AVENIDA INSURGENTES SUR 1357,1521
AVENIDA INSURGENTES SUR 1323,1522
ESQ. INSURGENTES 103,1523
EL BARRIO DE LA SOLEDAD,1524
AVENIDA INSURGENTES SUR 7,1525
LETRAN VALLE 81,1526
CINCINNATI 81,1527
AVENIDA INSURGENTES SUR 1188,1528
AVENIDA PORFIRIO DIAZ 43-PB,1529
AVENIDA PORFIRIO DIAZ 43-PA,1530
PATRICIO SANZ 1257-INT 701,1531
WISCONSIN 114,1532
AVENIDA EXTREMADURA 28,1533
CALLE VALENCIA 109,1534
SANTANDER 34,1535
